,org_number,name,construction_year,housing_coop_id
15786,769616-4115,BRF Runby Gårdar,,276933
15787,769616-4123,BRF Bulten 21,1912.0,81561
15788,769616-4149,BRF Blodlönnen,2008.0,50037
15789,769616-4198,BRF Silvergruvan,2018.0,276722
15790,769616-4206,BRF Färgpennan 4,1940.0,272740
15791,769616-4305,BRF Bandyn 1,1949.0,56837
15792,769616-4354,BRF Risten,1965.0,96756
15793,769616-4453,BRF Nipfjället 17,,80951
15794,769616-4487,BRF Enskede Park 1,2007.0,269171
15795,769616-4495,BRF Örskarven,,80836
15796,769616-4545,HSB BRF Laxhusen 1 i Varberg,2008.0,102828
15797,769616-4560,BRF Fölet,,79944
15798,769616-4578,BRF Övre Buråsliden 7,1933.0,278034
15799,769616-4586,BRF Stobéegatan 9,1937.0,276554
15800,769616-4610,BRF Bo Klok Källö Trädgårdsstad,,278232
15801,769616-4628,BRF Åre Fjällby 3,2014.0,51209
15802,769616-4636,BRF Åre Fjällby 2,1980.0,272802
15803,769616-4651,BRF Orustgatan 13,1946.0,81628
15804,769616-4677,BRF Flommen,,269563
15805,769616-4685,BRF Sjöstadsparterren,2008.0,79146
15806,769616-4743,BRF Kristallen 9,1951.0,77729
15807,769616-4750,BRF Kryssaren,1934.0,265420
15808,769616-4784,BRF Paternoster,1952.0,76518
15809,769616-4792,BRF Mjölner 3,1985.0,48339
15810,769616-4826,BRF Arvodet 2,1944.0,75960
15811,769616-4842,BRF Vackra vägen 1,2008.0,60781
15812,769616-4859,BRF Gamla Gatan,1896.0,277620
15813,769616-4909,BRF Sågen 20,1965.0,61531
15814,769616-4933,BRF Tunnan 10,1943.0,51321
15815,769616-5039,BRF Kajhusen,2009.0,49203
15816,769616-5047,BRF Hejdegården Södra,2008.0,272686
15817,769616-5120,BRF Berg Västra,2007.0,43149
15818,769616-5138,BRF . BoKlock Vadmalen,2008.0,276555
15819,769616-5153,HSB BRF Kruthuset i Stockholm,1948.0,80142
15820,769616-5187,BRF Byamännen 2,1954.0,43792
15821,769616-5203,BRF Strindbergs Väg,2014.0,52720
15822,769616-5229,BRF Långe Jan 2 i Stockholm,1949.0,53648
15823,769616-5278,BRF Rackarbacken,,79025
15824,769616-5302,BRF Vingagatan 6,1933.0,269632
15825,769616-5328,BRF Safiren i Lund,2007.0,52728
15826,769616-5344,BRF Gitarren,2008.0,79250
15827,769616-5351,BRF Gondolen,1942.0,80865
15828,769616-5401,BRF Karlavagnen 3,,271009
15829,769616-5484,BRF Slussbron,2013.0,82109
15830,769616-5526,BRF Halltorp på Öland,,47996
15831,769616-5559,BRF Herresätet,2017.0,272829
15832,769616-5567,BRF Tryckaren,2011.0,54640
15833,769616-5583,BRF Välten 9,1935.0,267643
15834,769616-5609,BRF Engeströmska Lyckan,1911.0,51262
15835,769616-5625,BRF Tornsvalan Aspen,1948.0,79326
15836,769616-5641,BRF Lisö 1,1959.0,80693
15837,769616-5674,BRF Erik På Öland,2008.0,46350
15838,769616-5708,BRF Skatan,1890.0,54882
15839,769616-5716,BRF Takten,2007.0,60354
15840,769616-5724,BRF Städet 13 i Umeå,1984.0,56273
15841,769616-5732,BRF Österport 1,2015.0,51157
15842,769616-5757,BRF Katrineberg 19,2008.0,269262
15843,769616-5773,BRF Murödlan i Bö,1949.0,83103
15844,769616-5815,BRF Kastanjen 7,1907.0,270370
15845,769616-5823,BRF Gröndalssundet,,273770
15846,769616-5856,BRF Lavetten Örnen,,48943
15847,769616-5906,BRF Dalern i Brämaregården,1927.0,49782
15848,769616-5914,BRF Ziska 5,,81043
15849,769616-5930,BRF Drömmen,1800.0,79901
15850,769616-5948,BRF Stenkastet 4,1943.0,53431
15851,769616-5963,BRF Bulten 23,1966.0,82767
15852,769616-5989,BRF Östgöten 1,1951.0,54547
15853,769616-5997,BRF Resort Visby,2008.0,73178
15854,769616-6003,BRF Hagtornsgården,1981.0,45910
15855,769616-6011,BRF Bastrumman 15,,277309
15856,769616-6045,BRF Staren 9,,268500
15857,769616-6052,BRF Dahlgrens Väg 1 i Nacka,2010.0,273805
15858,769616-6094,BRF Syskrinet 14,1941.0,54102
15859,769616-6144,BRF Draken 16,1969.0,79433
15860,769616-6177,BRF Solglittret,1967.0,69258
15861,769616-6193,BRF Lugnvattnet 1,2004.0,50873
15862,769616-6201,BRF Hammarby Hills,1939.0,272641
15863,769616-6227,BRF Runby Solsidan,1966.0,275399
15864,769616-6300,BRF Blommelundsvägen,1984.0,45689
15865,769616-6318,BRF Aspuddens Centrum 1,1982.0,269089
15866,769616-6334,BRF VasaVi,1939.0,76244
15867,769616-6391,HSB BRF Lill-Jan i Stockholm,2014.0,54015
15868,769616-6409,BRF Kvarnbergsplan,2008.0,80682
15869,769616-6417,BRF Cirkusprinsessan,2008.0,268445
15870,769616-6474,BRF Kornet 11,1944.0,78916
15871,769616-6508,BRF Pilgrimsstaven,1936.0,269622
15872,769616-6565,BRF Parkvägen,1988.0,285525
15873,769616-6581,HSB BRF Rönnen,2012.0,82795
15874,769616-6623,BRF Övre kullberget,1985.0,46066
15875,769616-6680,BRF Kållandsö,,285873
15876,769616-6714,BRF Trekanten Liljeholmen,1986.0,57113
15877,769616-6763,BRF Byggledaren 1,2004.0,46685
15878,769616-6771,BRF Kullavägen,1993.0,219664
15879,769616-6797,BRF Lövlunden,2009.0,47956
15880,769616-6888,BRF Grönskogen 6,1980.0,270655
15881,769616-6896,BRF Vannagårdsgatan,1992.0,51348
15882,769616-6904,BRF Garnnystan,1940.0,82983
15883,769616-6912,HSB BRF Enen i Järfälla,2016.0,273931
15884,769616-6920,BRF Glasmålningen 3,2008.0,50416
15885,769616-6946,BRF Växthuset,1986.0,54138
15886,769616-6987,BRF Sälgen 7,,280787
15887,769616-6995,BRF Vikingen 2,2009.0,55953
15888,769616-7001,BRF Spetsbonaden,1946.0,79813
15889,769616-7043,"BRF Stopet 2, 3, 4",,271651
15890,769616-7076,BRF Ritbrädet 1,1952.0,47357
15891,769616-7142,BRF Timjan,,83631
15892,769616-7159,BRF Klockarkatten 1,1961.0,271914
15893,769616-7175,BRF Bockhornsgatan 3,,270294
15894,769616-7191,BRF Klingan,2012.0,47053
15895,769616-7209,BRF Hermanstorp 7,2008.0,82418
15896,769616-7233,Riksbyggen BRF Tändsticksberget,2008.0,78190
15897,769616-7258,BRF Bersån,2016.0,78175
15898,769616-7266,BRF Paviljongen i Limhamn,2007.0,44805
15899,769616-7274,BRF Pergolan i Limhamn,2017.0,268119
15900,769616-7282,BRF Allén i Limhamn,2012.0,58338
15901,769616-7340,BRF Korpkulla 1,1990.0,48060
15902,769616-7423,BRF Bergsbrunnaparken,2010.0,50338
15903,769616-7456,BRF TEGELPANNAN 1,2009.0,81416
15904,769616-7555,BRF Mullvaden första 19,1896.0,56534
15905,769616-7605,BRF Ängsblomman,2011.0,49926
15906,769616-7613,BRF Ängsgräset,2010.0,52693
15907,769616-7621,BRF Hästhoven 2,1965.0,51557
15908,769616-7662,BRF Smedby III,1981.0,81575
15909,769616-7787,BRF Sörgården 10,1945.0,270127
15910,769616-7852,BRF Akvarellen 1,,45146
15911,769616-7878,BRF Solhöjden i Tyresö,1966.0,131815
15912,769616-7886,BRF Björkhagen,1992.0,272972
15913,769616-7910,BRF Blåsin,1944.0,267053
15914,769616-7928,BRF Karlsön,,46701
15915,769616-7944,BRF Årelien,,284003
15916,769616-7951,BRF Studio 57,2008.0,48630
15917,769616-7969,BRF Valkyriavägen,1987.0,271499
15918,769616-8041,BRF Ariel i Växjö,,82248
15919,769616-8090,BRF Bruksgatan 14,2009.0,77644
15920,769616-8108,BRF Skarpetegen,2009.0,272068
15921,769616-8116,BRF Paradis 44,1929.0,56755
15922,769616-8124,BRF Älvsbacka Strand 1,2008.0,83564
15923,769616-8157,BRF Sockertoppen,1985.0,56804
15924,769616-8165,BRF Kryddgränden,1985.0,46223
15925,769616-8207,BRF Ekfatet 1,2008.0,51606
15926,769616-8231,BRF BoKlok Söndrum,2007.0,80391
15927,769616-8249,HSB BRF Finnboda Pirar i Nacka,2016.0,79646
15928,769616-8256,BRF Klyvaren I Västerås,2010.0,266339
15929,769616-8264,"BRF Mörby 15, Nynäshamn",2008.0,80003
15930,769616-8272,HSB BRF Finnboda Terrass,2017.0,266673
15931,769616-8355,BRF Färdknäppen 2,,82364
15932,769616-8389,BRF Sörgården 56,,277515
15933,769616-8405,HSB BRF Söderby 2:14,1972.0,51335
15934,769616-8413,BRF Trantomten,,78007
15935,769616-8421,BRF Innanhavet 1,2002.0,48042
15936,769616-8454,HSB BRF Trehöjden i Järfälla,1952.0,80089
15937,769616-8561,BRF Malmkajen,2008.0,267826
15938,769616-8579,BRF Korpen 7,,65707
15939,769616-8629,BRF Kroken 9,1929.0,51564
15940,769616-8645,BRF Ekeliden Tjurasjö,2011.0,269107
15941,769616-8728,BRF Schéelegatan 5,1961.0,270050
15942,769616-8736,BRF Österhem,1920.0,269435
15943,769616-8819,BRF Gamla Väsby 1179,2003.0,132241
15944,769616-8918,BRF Hektografen 2,1955.0,44816
15945,769616-8942,BRF Karl XI Uppsala,2015.0,53505
15946,769616-8959,BRF Klangen,2016.0,79585
15947,769616-9056,BRF Fruängsgatan 10,,47465
15948,769616-9072,BRF Turkronan,,271980
15949,769616-9080,Marmorlunden BRF,1952.0,50489
15950,769616-9098,BRF Bovieran Västerås,2011.0,266899
15951,769616-9106,BRF Bovieran Sala,2017.0,266323
15952,769616-9122,BRF Bovieran Nyköping,2012.0,275993
15953,769616-9130,BRF Bovieran Örebro,2011.0,47400
15954,769616-9148,BRF Bovieran Varberg,2012.0,77564
15955,769616-9155,BRF Bovieran Partille,2009.0,80776
15956,769616-9197,BRF Bovieran Hönö,,77853
15957,769616-9205,BRF Bovieran Eskilstuna,2019.0,277796
15958,769616-9270,"BRF Höskrindan 5, Laröd",,277032
15959,769616-9304,BRF Stadsterassen,2012.0,80864
15960,769616-9312,BRF Pausfågeln,2018.0,276469
15961,769616-9338,BRF Tvärdalsvägen,,77924
15962,769616-9346,BRF Bjäreterrassen,2013.0,275509
15963,769616-9353,BRF Sjövillan 5,2018.0,279734
15964,769616-9361,BRF Lidingöfyren,2012.0,45306
15965,769616-9379,BRF Birger Jarlsgatan 53,1923.0,79781
15966,769616-9395,BRF Insteget,1972.0,46316
15967,769616-9403,BRF Slottsholmen,2018.0,270892
15968,769616-9452,BRF Jordliden,1979.0,79320
15969,769616-9460,BRF Taklöken,,52449
15970,769616-9486,BRF Skvadronen ett,1982.0,266786
15971,769616-9536,BRF Sjuettan,1929.0,56305
15972,769616-9569,BRF Sunnersta L.I.F.E,2009.0,275327
15973,769616-9601,BRF Kungsholms Strand 165,1929.0,80451
15974,769616-9627,BRF Kärntallen 2 i Linköping,2009.0,80858
15975,769616-9635,BRF Strandängen 2,2011.0,56929
15976,769616-9643,BRF Kärnträdgården Åby,2009.0,78444
15977,769616-9767,BRF Vackra vägen 2,,83150
15978,769616-9775,BRF Skärkarlen 10,1996.0,82293
15979,769616-9791,BRF Boken 34,1930.0,78437
15980,769616-9833,BRF Loopingen,2009.0,279396
15981,769616-9924,BRF Lillstugan 1,2016.0,76289
15982,769616-9957,BRF Lönnparken,,51536
15983,769616-9965,BRF Kompassen 1,1972.0,45991
15984,769617-0013,BRF Franstorpsvägen 11-17,1967.0,54162
15985,769617-0054,BRF Turmalinen 2,,48069
15986,769617-0062,BRF Apelsinlunden,,47228
15987,769617-0070,BRF Ripan 4,1902.0,271353
15988,769617-0088,BRF Träsnidaren 1,2006.0,277452
15989,769617-0120,BRF Ställets Bygata,1993.0,46296
15990,769617-0146,BRF Vällingbypennan,1953.0,273526
15991,769617-0195,BRF Byle 1,2009.0,78249
15992,769617-0203,BRF Lådkameran 3,1953.0,46663
15993,769617-0237,BRF Kopparsticket,1946.0,81865
15994,769617-0260,BRF Skarpskytten,1983.0,78345
15995,769617-0278,BRF Sankt Görans Källa,2008.0,80673
15996,769617-0328,BRF Småländska Björnen,1929.0,78318
15997,769617-0377,BRF Mörsaren 7 & 8,1939.0,268335
15998,769617-0385,BRF Takpannan 48 i Göteborg,1943.0,55258
15999,769617-0401,BRF Stjärnsafiren,,276041
16000,769617-0450,BRF Årgången Strömstad,2011.0,53379
16001,769617-0468,BRF Flora 11,1929.0,56033
16002,769617-0690,BRF Mösseberg 5,1936.0,81046
16003,769617-0815,BRF Nynäshus,1943.0,45476
16004,769617-0856,BRF Rönnebrygga,2015.0,79974
16005,769617-0864,BRF Officershuset,1929.0,83428
16006,769617-0880,BRF Gulddragaren,1989.0,45800
16007,769617-0898,BRF Tennsoldaten,2008.0,78787
16008,769617-0914,BRF Lyckohjulet 6,1946.0,43551
16009,769617-0971,BRF Kavaljersbacken,1965.0,43721
16010,769617-1003,BRF Twin House,2016.0,54805
16011,769617-1011,BRF Bromma Tracks,,269997
16012,769617-1029,BRF ND Studios,2016.0,275608
16013,769617-1037,BRF Laboratoriet,2016.0,81696
16014,769617-1052,BRF Flygplansfabriken,,78743
16015,769617-1060,BRF Kungsterrassen,2015.0,79721
16016,769617-1078,BRF Rosteriet,2016.0,43314
16017,769617-1086,BRF Mälarhöjdsparken 2,2014.0,48812
16018,769617-1094,BRF Mälarhöjdsparken 1,2012.0,50632
16019,769617-1227,BRF Vikingen 6,1986.0,46198
16020,769617-1284,HSB BRF Fyren 15 i Nynäshamn,1947.0,271401
16021,769617-1292,BRF Hanaholm 789,1953.0,55423
16022,769617-1318,BRF Kv. Bävern,1938.0,52956
16023,769617-1326,BRF Väggmålningen 3,,274252
16024,769617-1342,BRF Svalan,,59452
16025,769617-1367,BRF Tegeludden 11,1962.0,57176
16026,769617-1391,BRF Krithusen 5,2012.0,83525
16027,769617-1409,BRF Krithusen 4,,273705
16028,769617-1417,BRF Lännersta Elvatrettiosex,2008.0,281810
16029,769617-1425,BRF Bageriet i Malmö,2012.0,82691
16030,769617-1441,BRF Kremlan Enskede 1,1927.0,273863
16031,769617-1508,BRF Granatäpplet,2008.0,56872
16032,769617-1524,BRF Lilla Bantorget,2009.0,76548
16033,769617-1557,BRF Bläckhornet,2011.0,58438
16034,769617-1573,BRF Berså i Farstadal,2008.0,49810
16035,769617-1615,BRF Degen,2009.0,76106
16036,769617-1631,BRF BoKlok Ärlingheden,2008.0,79957
16037,769617-1649,BRF Harven 53,,83988
16038,769617-1664,BRF Sillen 80,1987.0,82268
16039,769617-1672,HSB BRF Yasuragi i Jönköping,2011.0,55246
16040,769617-1730,BRF Briljanten,1991.0,56725
16041,769617-1763,BRF Distanstuben 4,,48119
16042,769617-1771,BRF Pastellen 1,,81062
16043,769617-1797,BRF Koljan i Kalmar,,277918
16044,769617-1805,BRF Fredrikslundshöjden,,83763
16045,769617-1813,BRF Baggen 1,2008.0,268121
16046,769617-1854,BRF Stenkastet,1963.0,53160
16047,769617-1862,BRF Brunkebergsgatan 3,1941.0,45801
16048,769617-1888,BRF Karl-Sölve,1937.0,53748
16049,769617-1912,BRF Kvarteret Apelsinen,1970.0,56041
16050,769617-1920,BRF BoKlok Blåklockan,2012.0,275047
16051,769617-1938,BRF Brunkebergsgården,,52336
16052,769617-1946,BRF Strandängen,2010.0,43146
16053,769617-1987,BRF Assistenten 10,1991.0,267610
16054,769617-2019,BRF Kompassen,,272723
16055,769617-2092,BRF Bagarstugan,2008.0,276281
16056,769617-2100,BRF Ingetorps Gård,2009.0,78973
16057,769617-2118,BRF Hälsokällan 9,1900.0,129928
16058,769617-2126,BRF Eken i Bollebygd,2010.0,274775
16059,769617-2134,HSB BRF Draken i Malmö,2012.0,252221
16060,769617-2175,BRF Blåsut 2,1945.0,83676
16061,769617-2183,BRF Ståltråden 1,1938.0,268596
16062,769617-2209,BRF BoKlok Kvarnen,2009.0,79371
16063,769617-2233,BRF Mästerskräddaren,2008.0,82803
16064,769617-2241,BRF Bikten 10,,80070
16065,769617-2282,BRF Eldtornet,2008.0,266741
16066,769617-2290,Riksbyggen BRF Munksjöpromenaden,2011.0,55743
16067,769617-2308,BRF Kornet 12 i Stockholm,2007.0,272603
16068,769617-2316,BRF Rådhusgatan 15,,277833
16069,769617-2332,BRF Slipgatan 12,2009.0,57841
16070,769617-2399,BRF Stohagen,2016.0,44790
16071,769617-2415,BRF Isolatorn 1,2015.0,269773
16072,769617-2498,BRF Rensnålen 4,1938.0,79641
16073,769617-2514,BRF Seminariet,1983.0,44655
16074,769617-2522,BRF Vaksamheten,1991.0,55680
16075,769617-2555,HSB BRF Hamnklippan,2011.0,46902
16076,769617-2563,BRF Snickaren Utåkersgatan 8,1957.0,77714
16077,769617-2571,BRF Tuppen 7 I Borås,2009.0,267007
16078,769617-2605,BRF Ljusbojen 1,2009.0,268829
16079,769617-2613,BRF Ljusbojen 2,2011.0,271805
16080,769617-2621,BRF Spikbrädan 1,,53588
16081,769617-2647,BRF Laxen 1,1957.0,276301
16082,769617-2662,BRF Karamellen,,270382
16083,769617-2696,BRF Paradishöjden,1992.0,45217
16084,769617-2753,BRF Forellen 14,1939.0,82015
16085,769617-2779,BRF Edilen,1929.0,273520
16086,769617-2787,BRF Knallen 1,2004.0,43646
16087,769617-2803,BRF Snickaren 7,1932.0,275576
16088,769617-2811,HSB BRF Apoteksskogen 1,1968.0,77814
16089,769617-2845,BRF Vilunda-Borgen,1953.0,268518
16090,769617-2860,BRF Nedre Klippträdgården,,82475
16091,769617-3090,BRF Boxern 5,1944.0,119660
16092,769617-3116,BRF Knipan,1940.0,80290
16093,769617-3124,BRF Olympentorget,2009.0,44271
16094,769617-3140,Riksbyggen BRF Slottskajen,2014.0,80105
16095,769617-3165,BRF Gnistan 1,1935.0,43204
16096,769617-3181,BRF Södra Ängen i Hallerna,,56257
16097,769617-3199,BRF Krikonet,,280643
16098,769617-3223,BRF Körsbärsgården,1981.0,45758
16099,769617-3272,BRF Regisörren,2017.0,275129
16100,769617-3306,BRF Ekebo,1976.0,60878
16101,769617-3322,BRF Knypplerskan 4,1945.0,53849
16102,769617-3330,BRF Köpmannagården,,269658
16103,769617-3439,BRF Miniatyren,,53579
16104,769617-3470,BRF Brohult 4,1930.0,76278
16105,769617-3504,BRF Rönningeporten,2009.0,266353
16106,769617-3520,BRF Lästmakarns pärla,,53557
16107,769617-3546,BRF Zarah:4,1908.0,79816
16108,769617-3553,BRF Möllehus,,267982
16109,769617-3579,BRF Lennart 53,1965.0,53539
16110,769617-3587,BRF Västra Torget Jönköping,,147723
16111,769617-3603,BRF Drabanten,1992.0,50543
16112,769617-3629,BRF Ädelman Större 7,,272054
16113,769617-3702,BRF Ymer,,57223
16114,769617-3736,BRF Gottfridsberg,2010.0,80004
16115,769617-3744,HSB BRF Perrongen i Stockholm,2013.0,43328
16116,769617-3777,BRF Brygghuset Källö-Knippla,1960.0,43769
16117,769617-3785,BRF Strandhagen,2009.0,80237
16118,769617-3793,BRF Kv. Ruth 8,2008.0,43111
16119,769617-3827,BRF Torsten Alm 5-17,1948.0,270191
16120,769617-3835,BRF Torvmossen 2,1954.0,79863
16121,769617-3918,BRF Hummeln 3,1944.0,81333
16122,769617-3942,BRF Elden Norra 2,1934.0,83184
16123,769617-3959,BRF BoKlok Stenby,2008.0,269683
16124,769617-3967,HSB BRF Sockerpärlan,2023.0,286138
16125,769617-3991,BRF Knuts Park,1936.0,55822
16126,769617-4064,BRF Haren 16,1980.0,274644
16127,769617-4080,BRF kroken 4,1929.0,79033
16128,769617-4098,BRF Parkhöjden,,58273
16129,769617-4106,BRF Solnedgången,2010.0,275933
16130,769617-4213,BRF Silverdalshöjden,2010.0,77976
16131,769617-4239,BRF Boklok Viby Äng,2008.0,274257
16132,769617-4247,BRF Schottisvägen 1,1962.0,273798
16133,769617-4254,BRF Vattenledningsvägen 63,1929.0,267807
16134,769617-4262,BRF Kroken 1,1900.0,44577
16135,769617-4320,BRF Västra Valö,1993.0,270178
16136,769617-4338,BRF Lidköpingsvägen 2527,,52495
16137,769617-4353,BRF Luftgungan 1,1947.0,56615
16138,769617-4361,BRF Petrejusvägen 79,1939.0,270007
16139,769617-4387,BRF Kronan 18,1937.0,270284
16140,769617-4395,BRF Barisen 1,1950.0,83000
16141,769617-4403,BRF Rurmormästaren 5,,273541
16142,769617-4445,BRF Sofia Albertina,,268123
16143,769617-4452,BRF Kungsörnen i Örnsberg,2009.0,80365
16144,769617-4510,"BRF Brämaregården, Hisingsgatan Göteborg",1938.0,269155
16145,769617-4544,BRF Västergötland 10,1863.0,53774
16146,769617-4551,BRF Thulins Gård,,270778
16147,769617-4585,BRF Näsby Kulle,2013.0,48166
16148,769617-4627,BRF Charlie,,75773
16149,769617-4635,BRF Kvarnen i Upplands Väsby,1950.0,83628
16150,769617-4643,BRF Ängelholm Vejby 11:72,,275438
16151,769617-4668,BRF Edö 23-25,,271045
16152,769617-4684,BRF KILEN 12,1910.0,275629
16153,769617-4700,BRF Perspektivet 3,1957.0,55602
16154,769617-4718,BRF Tavasten 1,,46843
16155,769617-4734,HSB BRF Dammtorp i Sundbyberg,2015.0,52072
16156,769617-4742,HSB BRF Rosenhyddan I Hököpinge,,274355
16157,769617-4767,BRF Nytorps Gärde,2010.0,46475
16158,769617-4783,HSB BRF Brotorp i Sundbyberg,2015.0,43299
16159,769617-4809,BRF Toppseglet Västerås,2009.0,283661
16160,769617-4874,BRF Röds Svanesund,2010.0,283170
16161,769617-4882,BRF Båten 7,1920.0,270567
16162,769617-4940,BRF Pälskragen,1949.0,269458
16163,769617-4999,BRF Fegen 2,1947.0,266707
16164,769617-5004,BRF Hinden 21,1879.0,269654
16165,769617-5061,BRF Hunneberget,1935.0,271368
16166,769617-5129,BRF BoKlok Fårhagen,2021.0,283676
16167,769617-5244,BRF Trädgårdsporten i Järvastaden,2009.0,78471
16168,769617-5251,BRF Ljungblomman,2009.0,268679
16169,769617-5368,BRF Timjan 3,1963.0,47527
16170,769617-5376,BRF Erikstorp 8,1944.0,268847
16171,769617-5392,BRF Harpalten 2,,55035
16172,769617-5400,BRF Fältspaten,2011.0,43275
16173,769617-5582,"BRF Applegarden, Kv dalen 5",1979.0,48082
16174,769617-5616,BRF Flustret 4,1947.0,79041
16175,769617-5624,BRF Solskenet i Lund,1965.0,77580
16176,769617-5640,BRF Stöten 4,1952.0,79046
16177,769617-5673,BRF Familjeboken 2,1939.0,267576
16178,769617-5699,BRF Prästallén,,272956
16179,769617-5715,BRF Bävern 12,,77724
16180,769617-5764,BRF Järnbanan i Halmstad,2009.0,60648
16181,769617-5848,BRF Tivolit 2,1947.0,56335
16182,769617-5962,BRF Ekbacken Alingsås,2012.0,82621
16183,769617-6002,BRF Katedralen,2007.0,275477
16184,769617-6028,BRF Mullvadsberget 21,1945.0,78931
16185,769617-6036,BRF Justeringsmannen 6,1980.0,73553
16186,769617-6044,BRF Båtsman,2011.0,56060
16187,769617-6051,BRF Torghusen,2008.0,43407
16188,769617-6077,BRF Lilla Ingebäck,1993.0,56036
16189,769617-6119,BRF Vildsvinspalatset,1929.0,273668
16190,769617-6127,BRF Hunnebostrand Apartments,,267108
16191,769617-6168,HSB BRF Malö,2009.0,267887
16192,769617-6200,BRF Norra Friheten,2009.0,54827
16193,769617-6226,BRF Rupicus,1924.0,186318
16194,769617-6234,HSB BRF Vattenbrynet i Klagshamn,2021.0,283202
16195,769617-6242,BRF Bergkörsbäret,2009.0,275037
16196,769617-6309,Riksbyggen BRF Översten,2012.0,81804
16197,769617-6317,HSB BRF Palatinen i Nacka,2009.0,83219
16198,769617-6325,BRF Pigghajen,2015.0,78498
16199,769617-6333,BRF Kråkan Åttiotvå,1927.0,268284
16200,769617-6440,BRF Stubinen 3,1938.0,82887
16201,769617-6457,BRF Sofiedal i Skövde,2011.0,52479
16202,769617-6531,BRF Hallands Park,2010.0,49951
16203,769617-6572,BRF Matrosen,,48005
16204,769617-6598,BRF Sjöflyget 1,2009.0,78857
16205,769617-6622,BRF Annedal 4:4,,275462
16206,769617-6630,BRF Folklandet 1,1950.0,48861
16207,769617-6648,BRF Drabanten 11,1908.0,269702
16208,769617-6655,BRF Ranchen 2,,46735
16209,769617-6663,BRF Stensötan i Nacka,2009.0,86510
16210,769617-6705,BRF Hovås Länsman 4,2010.0,276755
16211,769617-6739,BRF Gröndal,1973.0,266200
16212,769617-6762,BRF Assessorerna,1939.0,54451
